Actual Price,Predicted Price,Error
275,158.52917,116.4708251953125
45,56.6355,-11.635501861572266
46,77.695724,-31.695724487304688
212,513.81506,-301.8150634765625
99,128.11987,-29.119873046875
55,64.31279,-9.312789916992188
95,172.8106,-77.81059265136719
55,49.37374,5.626258850097656
300,151.75003,148.24996948242188
95,111.92321,-16.92321014404297
299,140.30562,158.6943817138672
104,199.5567,-95.55670166015625
150,176.51245,-26.512451171875
70,65.06792,4.9320831298828125
85,107.99474,-22.99474334716797
85,104.29156,-19.29155731201172
50,99.611046,-49.611045837402344
130,108.72022,21.27977752685547
110,265.684,-155.68399047851562
350,207.35919,142.64080810546875
200,172.70053,27.299468994140625
45,61.861923,-16.861923217773438
499,296.67032,202.32968139648438
93,104.83158,-11.831581115722656
55,51.9448,3.0551986694335938
250,197.065,52.93499755859375
220,270.45447,-50.4544677734375
261,198.19032,62.80967712402344
70,143.68784,-73.68783569335938
56,87.63423,-31.634231567382812
159,99.58702,59.41297912597656
12,76.66957,-64.66957092285156
225,197.9658,27.034194946289062
160,62.07193,97.92807006835938
50,58.573387,-8.573387145996094
79,62.485683,16.51431655883789
205,243.05702,-38.05702209472656
860,161.38387,698.6161346435547
50,79.03566,-29.035659790039062
350,249.73962,100.2603759765625
75,67.26117,7.73883056640625
95,142.02077,-47.02076721191406
125,173.10631,-48.10630798339844
95,116.15092,-21.150917053222656
121,120.60885,0.39115142822265625
128,149.5073,-21.507293701171875
90,137.98943,-47.98942565917969
140,119.73562,20.264381408691406
395,201.3056,193.69439697265625
35,57.585896,-22.585895538330078
199,178.5086,20.49139404296875
130,179.01326,-49.01325988769531
113,115.3724,-2.3723983764648438
69,70.00962,-1.0096206665039062
250,216.67245,33.327545166015625
150,188.68134,-38.68133544921875
70,69.31483,0.6851730346679688
110,182.73798,-72.73797607421875
110,90.56828,19.431716918945312
75,136.20247,-61.20246887207031
91,136.34592,-45.345916748046875
300,195.54817,104.45182800292969
30,69.413734,-39.413734436035156
48,44.531326,3.4686737060546875
45,52.31026,-7.310260772705078
199,160.47693,38.5230712890625
55,62.6379,-7.637901306152344
60,120.73755,-60.737548828125
90,144.59787,-54.597869873046875
100,166.94945,-66.94944763183594
750,180.45372,569.5462799072266
74,65.95116,8.048843383789062
108,234.57324,-126.5732421875
60,126.085884,-66.08588409423828
80,104.93834,-24.938339233398438
65,57.800022,7.199977874755859
50,75.24843,-25.248428344726562
25,54.76844,-29.76844024658203
205,152.27774,52.722259521484375
45,58.988037,-13.988037109375
185,197.7482,-12.748199462890625
65,79.62458,-14.624580383300781
200,207.46916,-7.4691619873046875
65,89.45304,-24.453041076660156
149,90.07288,58.92711639404297
42,55.737984,-13.737983703613281
191,198.60295,-7.6029510498046875
104,131.85564,-27.855636596679688
150,153.54912,-3.5491180419921875
150,105.76566,44.234336853027344
88,75.10357,12.896430969238281
131,154.94441,-23.944412231445312
80,139.71243,-59.712432861328125
90,83.90438,6.095619201660156
53,81.939,-28.939002990722656
79,83.405685,-4.4056854248046875
185,153.02454,31.9754638671875
225,149.19737,75.80262756347656
127,109.15164,17.848358154296875
54,94.37065,-40.37065124511719
86,110.13739,-24.13739013671875
200,83.248795,116.75120544433594
125,212.09712,-87.09712219238281
65,129.18347,-64.1834716796875
392,328.0093,63.990692138671875
140,146.0066,-6.0066070556640625
75,65.8265,9.173500061035156
105,66.53886,38.461143493652344
99,108.70783,-9.707832336425781
150,147.62442,2.375579833984375
399,298.32855,100.67144775390625
155,147.16899,7.8310089111328125
80,78.470924,1.5290756225585938
230,265.1358,-35.13580322265625
72,101.54956,-29.549560546875
80,52.94699,27.053009033203125
99,121.56949,-22.569488525390625
200,179.2612,20.738800048828125
95,64.71657,30.283432006835938
140,212.26903,-72.26902770996094
45,63.93722,-18.93722152709961
100,126.20159,-26.20159149169922
55,53.97057,1.0294303894042969
215,194.40437,20.595626831054688
142,173.62631,-31.626312255859375
130,274.36258,-144.36257934570312
98,172.11018,-74.11018371582031
37,70.52876,-33.52876281738281
150,256.64392,-106.6439208984375
98,73.423996,24.576004028320312
59,65.46803,-6.4680328369140625
180,225.73648,-45.736480712890625
275,235.82158,39.17842102050781
100,123.71132,-23.711318969726562
60,66.62677,-6.62677001953125
60,133.00801,-73.00801086425781
250,126.8763,123.12370300292969
70,73.253746,-3.2537460327148438
59,126.568924,-67.56892395019531
110,121.765976,-11.765975952148438
150,151.08995,-1.0899505615234375
89,71.45551,17.54448699951172
200,147.11371,52.88629150390625
49,111.98956,-62.98956298828125
130,179.00735,-49.007354736328125
80,150.64789,-70.64788818359375
250,256.18155,-6.181549072265625
147,164.29434,-17.294342041015625
520,277.56598,242.43402099609375
100,129.7226,-29.72259521484375
80,80.72143,-0.7214279174804688
90,95.650375,-5.6503753662109375
99,125.39961,-26.399612426757812
150,149.65326,0.34674072265625
45,77.18549,-32.18549346923828
135,148.81215,-13.812149047851562
79,82.650856,-3.6508560180664062
120,124.855545,-4.8555450439453125
73,86.13029,-13.130287170410156
66,68.61425,-2.6142501831054688
400,167.91624,232.08375549316406
55,58.072716,-3.0727157592773438
225,80.23129,144.76870727539062
140,264.9769,-124.97689819335938
200,176.8132,23.186798095703125
100,105.54198,-5.5419769287109375
119,154.6797,-35.67970275878906
189,163.87459,25.125411987304688
95,76.53342,18.466583251953125
60,52.36068,7.639320373535156
350,145.13521,204.8647918701172
70,71.20675,-1.2067489624023438
60,145.55849,-85.55848693847656
55,68.4937,-13.493698120117188
350,227.89294,122.1070556640625
190,219.22371,-29.223709106445312
325,296.00778,28.992218017578125
110,102.73944,7.26055908203125
395,170.99051,224.00949096679688
130,92.476105,37.523895263671875
125,196.40659,-71.40658569335938
50,112.0917,-62.091697692871094
109,119.1838,-10.183799743652344
148,96.02832,51.9716796875
365,143.81647,221.18353271484375
90,92.385,-2.3850021362304688
90,177.31139,-87.31138610839844
239,307.57217,-68.57217407226562
150,129.58081,20.419189453125
80,189.93628,-109.936279296875
111,83.98969,27.01030731201172
50,54.953125,-4.953125
75,66.13394,8.866058349609375
80,142.63614,-62.636138916015625
189,219.71017,-30.710174560546875
55,66.466034,-11.466033935546875
50,67.41668,-17.41667938232422
65,59.28143,5.718570709228516
200,185.7701,14.229904174804688
120,151.9973,-31.997299194335938
90,121.08384,-31.083839416503906
72,69.99098,2.0090179443359375
175,206.082,-31.082000732421875
48,74.547264,-26.547264099121094
136,211.79187,-75.7918701171875
199,198.11977,0.8802337646484375
62,88.653046,-26.653045654296875
79,77.37575,1.6242523193359375
125,164.61441,-39.614410400390625
190,120.80789,69.19210815429688
130,185.96556,-55.96556091308594
68,74.26317,-6.2631683349609375
49,60.69478,-11.694778442382812
149,194.39536,-45.395355224609375
28,126.63157,-98.6315689086914
283,156.80325,126.19674682617188
99,109.44548,-10.445480346679688
91,109.1011,-18.101097106933594
105,148.18839,-43.188385009765625
250,175.30829,74.69171142578125
50,60.148056,-10.148056030273438
38,64.19475,-26.194747924804688
60,61.05248,-1.0524787902832031
149,154.57959,-5.57958984375
475,223.28209,251.71791076660156
150,94.73514,55.264862060546875
151,256.17737,-105.1773681640625
100,97.52113,2.4788665771484375
99,170.08176,-71.08175659179688
199,246.30748,-47.30747985839844
180,314.6398,-134.63980102539062
140,97.766525,42.23347473144531
65,57.95047,7.049530029296875
180,238.9196,-58.91960144042969
55,76.97642,-21.976417541503906
200,177.83412,22.165878295898438
64,70.70121,-6.701210021972656
120,208.86826,-88.86825561523438
155,172.56853,-17.568527221679688
125,110.89484,14.10516357421875
53,56.84069,-3.8406906127929688
90,84.53064,5.4693603515625
55,68.96775,-13.967750549316406
125,274.66342,-149.66342163085938
160,221.13745,-61.137451171875
70,65.3609,4.63909912109375
65,84.74019,-19.740188598632812
75,60.99894,14.001060485839844
85,68.78004,16.21996307373047
204,237.00725,-33.00724792480469
60,64.480835,-4.4808349609375
150,63.774506,86.22549438476562
60,55.213043,4.786956787109375
85,122.29299,-37.292991638183594
250,176.39423,73.60577392578125
150,156.14305,-6.1430511474609375
400,207.66821,192.331787109375
525,275.8518,249.148193359375
165,333.1585,-168.15850830078125
80,108.65469,-28.654693603515625
475,222.42223,252.57777404785156
199,241.10918,-42.10917663574219
330,214.8809,115.11909484863281
100,168.05516,-68.05516052246094
40,52.907116,-12.907115936279297
128,110.72707,17.272926330566406
134,141.07338,-7.0733795166015625
200,214.28572,-14.285720825195312
289,198.75334,90.24665832519531
139,193.84589,-54.84588623046875
95,72.23711,22.762893676757812
55,65.577515,-10.5775146484375
55,59.120674,-4.120674133300781
60,64.66941,-4.669410705566406
220,297.51822,-77.51821899414062
75,123.57255,-48.572547912597656
60,92.817894,-32.817893981933594
139,87.728325,51.27167510986328
79,166.71033,-87.7103271484375
211,204.5677,6.4322967529296875
85,77.66474,7.335258483886719
140,156.43668,-16.436676025390625
500,108.2974,391.70259857177734
78,86.89345,-8.893447875976562
80,94.52797,-14.527969360351562
140,104.07101,35.928993225097656
175,188.68561,-13.68560791015625
525,305.22647,219.77352905273438
120,156.32771,-36.32771301269531
75,112.12556,-37.12555694580078
51,55.896835,-4.8968353271484375
180,96.68515,83.31484985351562
78,94.12727,-16.127273559570312
140,144.26718,-4.267181396484375
95,101.923065,-6.923065185546875
275,333.51984,-58.51983642578125
155,140.03322,14.966781616210938
109,126.07892,-17.07891845703125
89,277.5985,-188.5985107421875
90,170.03824,-80.03823852539062
399,271.7567,127.2432861328125
175,190.84552,-15.84552001953125
400,166.7339,233.26609802246094
30,17.295074,12.704925537109375
300,191.23444,108.76556396484375
42,48.084663,-6.084663391113281
70,85.62549,-15.62548828125
135,213.852,-78.85200500488281
150,197.67644,-47.67643737792969
250,161.8462,88.15379333496094
89,107.51627,-18.516273498535156
90,125.85988,-35.85987854003906
60,101.758965,-41.75896453857422
250,249.14165,0.8583526611328125
400,272.24677,127.75323486328125
60,94.860146,-34.860145568847656
236,271.0459,-35.0458984375
145,127.55125,17.448753356933594
68,61.545746,6.454254150390625
75,77.639305,-2.6393051147460938
175,166.86345,8.136550903320312
62,72.24019,-10.240188598632812
60,66.05027,-6.050270080566406
95,146.22858,-51.22857666015625
139,147.71729,-8.71728515625
95,61.40455,33.59545135498047
67,103.4846,-36.484596252441406
150,217.94765,-67.94764709472656
38,31.902885,6.097114562988281
299,143.62871,155.3712921142578
70,76.13514,-6.135139465332031
61,71.022865,-10.022865295410156
40,77.17705,-37.17704772949219
140,185.27481,-45.274810791015625
170,185.56064,-15.560638427734375
90,82.21883,7.7811737060546875
255,132.587,122.41299438476562
70,70.3221,-0.3220977783203125
200,184.87813,15.121871948242188
60,76.26354,-16.26354217529297
50,73.45475,-23.454750061035156
550,268.0177,281.9822998046875
170,168.7403,1.25970458984375
196,105.034195,90.96580505371094
250,216.33029,33.669708251953125
115,97.60636,17.393638610839844
80,85.08946,-5.0894622802734375
40,45.36638,-5.3663787841796875
99,131.14696,-32.14695739746094
55,64.143265,-9.143264770507812
200,234.14877,-34.148773193359375
60,97.83897,-37.838966369628906
345,297.73135,47.268646240234375
649,472.00488,176.9951171875
45,60.34716,-15.347160339355469
90,120.49337,-30.493370056152344
155,145.1459,9.854095458984375
189,260.94107,-71.94107055664062
60,73.12564,-13.125640869140625
40,72.38834,-32.388343811035156
85,110.53448,-25.53447723388672
53,71.493515,-18.493515014648438
249,124.16452,124.83547973632812
339,282.17044,56.829559326171875
125,189.55843,-64.55842590332031
240,215.05396,24.946044921875
120,137.7293,-17.729293823242188
105,136.77206,-31.772064208984375
250,275.4789,-25.478912353515625
155,91.178085,63.82191467285156
85,146.5586,-61.55859375
220,187.44443,32.555572509765625
95,109.79353,-14.793533325195312
395,309.75708,85.242919921875
175,180.92937,-5.9293670654296875
69,89.21995,-20.219947814941406
100,200.2853,-100.28529357910156
155,195.56854,-40.56854248046875
100,93.067,6.9329986572265625
108,139.53549,-31.535491943359375
294,281.3414,12.658599853515625
250,297.46017,-47.460174560546875
160,229.94975,-69.94975280761719
130,136.0573,-6.0572967529296875
120,82.93797,37.06202697753906
65,84.93109,-19.93109130859375
46,65.64945,-19.649452209472656
160,220.7325,-60.73249816894531
98,122.45745,-24.45745086669922
55,76.91222,-21.912216186523438
55,80.376,-25.375999450683594
380,326.9232,53.076812744140625
190,186.4154,3.5845947265625
220,155.6545,64.34550476074219
79,121.39936,-42.39936065673828
60,79.42127,-19.42127227783203
33,47.878555,-14.878555297851562
45,75.539345,-30.539344787597656
99,59.40596,39.59403991699219
99,151.97014,-52.97013854980469
175,171.37032,3.6296844482421875
50,61.500057,-11.500057220458984
129,138.0911,-9.091094970703125
120,150.85686,-30.856857299804688
150,118.31497,31.685028076171875
175,179.64743,-4.647430419921875
80,109.07057,-29.070571899414062
194,255.42241,-61.42240905761719
150,178.48137,-28.481369018554688
50,70.69646,-20.696456909179688
65,56.82699,8.173011779785156
20,113.153244,-93.15324401855469
125,76.26163,48.738372802734375
150,202.49092,-52.49092102050781
100,79.87795,20.122047424316406
155,225.34792,-70.34791564941406
110,165.68169,-55.68168640136719
555,322.60956,232.39044189453125
110,141.46857,-31.46856689453125
79,78.65391,0.34609222412109375
120,161.51318,-41.51318359375
200,188.02469,11.975311279296875
55,78.671234,-23.671234130859375
42,56.89831,-14.898311614990234
49,76.33368,-27.33367919921875
140,153.58957,-13.589569091796875
199,241.80894,-42.80894470214844
50,60.27807,-10.278068542480469
56,125.95611,-69.95610809326172
130,129.50052,0.499481201171875
180,250.14307,-70.14306640625
80,74.30362,5.696380615234375
95,61.150097,33.84990310668945
130,105.66128,24.338722229003906
220,253.54741,-33.54740905761719
35,72.15073,-37.150726318359375
225,206.00246,18.997543334960938
45,62.58411,-17.584110260009766
139,107.63342,31.3665771484375
66,60.915947,5.084053039550781
225,143.13036,81.86964416503906
35,57.55157,-22.551570892333984
289,139.57578,149.42422485351562
175,117.63915,57.36084747314453
60,68.59375,-8.59375
409,202.62209,206.37791442871094
200,186.49963,13.5003662109375
185,124.01424,60.98576354980469
108,159.8712,-51.87120056152344
35,68.3457,-33.345703125
70,119.70161,-49.70160675048828
145,303.24493,-158.24493408203125
300,189.6063,110.39370727539062
187,200.66438,-13.664382934570312
100,65.2953,34.70469665527344
189,107.52631,81.47368621826172
73,73.7281,-0.7281036376953125
55,71.3369,-16.336898803710938
50,62.755413,-12.755413055419922
80,69.21536,10.784637451171875
349,262.67834,86.3216552734375
150,65.97644,84.0235595703125
36,57.96934,-21.969341278076172
250,206.67111,43.328887939453125
350,299.23203,50.767974853515625
80,82.95206,-2.952056884765625
95,60.333275,34.666725158691406
65,69.054016,-4.05401611328125
65,54.178036,10.821964263916016
100,194.6746,-94.67460632324219
211,209.21516,1.7848358154296875
495,231.53793,263.4620666503906
99,147.0772,-48.07719421386719
150,156.53778,-6.53778076171875
85,122.058846,-37.05884552001953
210,195.29736,14.70263671875
85,56.74224,28.25775909423828
290,277.0571,12.942901611328125
70,41.20295,28.79705047607422
150,156.03125,-6.03125
100,232.24796,-132.24795532226562
699,709.1922,-10.19219970703125
37,100.61423,-63.614227294921875
120,213.47964,-93.47964477539062
95,87.26228,7.7377166748046875
75,78.824814,-3.8248138427734375
125,145.84564,-20.84564208984375
50,88.59794,-38.597938537597656
100,103.424416,-3.4244155883789062
159,119.16444,39.83556365966797
200,224.27368,-24.273681640625
269,187.44925,81.55075073242188
450,281.83313,168.1668701171875
40,57.10581,-17.10580825805664
90,59.235916,30.764083862304688
150,166.22972,-16.229721069335938
85,83.96886,1.0311431884765625
50,80.27029,-30.270286560058594
47,53.549294,-6.549293518066406
355,422.42175,-67.4217529296875
50,74.47832,-24.478317260742188
135,175.43597,-40.43597412109375
40,81.22253,-41.22252655029297
150,157.95953,-7.95953369140625
65,52.63511,12.364891052246094
70,116.7398,-46.73979949951172
33,39.036594,-6.036594390869141
150,144.24428,5.7557220458984375
96,64.96766,31.03234100341797
300,115.854935,184.1450653076172
65,64.312004,0.6879959106445312
320,329.31308,-9.313079833984375
95,114.0851,-19.085098266601562
90,58.86563,31.134368896484375
80,67.32057,12.679428100585938
150,72.90129,77.09870910644531
45,51.774403,-6.774402618408203
55,60.219334,-5.219333648681641
70,66.65357,3.3464279174804688
60,53.86521,6.134788513183594
150,175.24112,-25.241119384765625
120,170.18082,-50.180816650390625
117,150.65747,-33.657470703125
120,146.26454,-26.264541625976562
699,267.7492,431.25079345703125
45,59.07316,-14.073158264160156
85,228.48676,-143.48675537109375
215,219.61319,-4.613189697265625
150,134.87457,15.12542724609375
150,169.64484,-19.64483642578125
80,86.64475,-6.644752502441406
120,120.354866,-0.35486602783203125
68,69.72059,-1.7205886840820312
109,121.55623,-12.556228637695312
149,164.03462,-15.034622192382812
500,272.52756,227.47244262695312
125,180.07098,-55.07098388671875
50,93.257095,-43.25709533691406
130,95.77663,34.22337341308594
102,138.87558,-36.875579833984375
496,255.93869,240.06130981445312
155,210.92638,-55.92637634277344
62,77.4214,-15.421401977539062
375,248.2183,126.78169250488281
200,196.03758,3.9624176025390625
70,123.75365,-53.75364685058594
249,223.60712,25.39288330078125
26,71.42792,-45.42791748046875
280,253.10304,26.896957397460938
85,129.25937,-44.259368896484375
100,161.71733,-61.71733093261719
200,195.91042,4.0895843505859375
200,132.30159,67.69841003417969
200,269.762,-69.76199340820312
470,337.796,132.20401000976562
85,100.26229,-15.262290954589844
60,56.95772,3.042278289794922
66,167.90906,-101.9090576171875
120,90.74259,29.257408142089844
177,170.2441,6.7559051513671875
33,57.38841,-24.388408660888672
245,179.51434,65.48565673828125
40,59.53392,-19.533920288085938
149,115.37577,33.624229431152344
54,52.948593,1.0514068603515625
62,60.74008,1.259918212890625
350,231.99216,118.00784301757812
95,212.9517,-117.95170593261719
75,95.77063,-20.7706298828125
93,102.75068,-9.750679016113281
170,188.33261,-18.332611083984375
65,91.34298,-26.342979431152344
155,202.17935,-47.179351806640625
230,259.94965,-29.94964599609375
79,96.18307,-17.183067321777344
45,52.69977,-7.699771881103516
199,204.56494,-5.56494140625
83,149.18471,-66.18470764160156
40,92.91346,-52.91345977783203
35,50.505676,-15.50567626953125
43,61.72643,-18.726428985595703
99,123.89505,-24.895050048828125
76,83.83343,-7.833427429199219
45,53.974945,-8.974945068359375
50,66.69714,-16.6971435546875
100,91.64798,8.352020263671875
69,114.120155,-45.120155334472656
90,155.65724,-65.65724182128906
45,94.60326,-49.60325622558594
50,115.97734,-65.97734069824219
155,148.18715,6.8128509521484375
199,191.61313,7.386871337890625
700,84.4937,615.5063018798828
60,49.16027,10.839729309082031
42,59.38062,-17.380619049072266
188,184.94539,3.0546112060546875
188,160.06282,27.937179565429688
100,53.960632,46.03936767578125
89,122.83458,-33.83457946777344
44,63.93269,-19.932689666748047
199,132.45432,66.54568481445312
70,96.255775,-26.255775451660156
179,208.2458,-29.245803833007812
250,183.89464,66.10536193847656
220,344.1814,-124.181396484375
125,190.91548,-65.91548156738281
57,61.072094,-4.072093963623047
451,370.87558,80.12442016601562
75,128.0242,-53.024200439453125
65,109.40101,-44.40100860595703
200,227.1563,-27.156295776367188
500,298.9463,201.0537109375
60,66.466255,-6.466255187988281
120,66.39264,53.60736083984375
160,222.71077,-62.71076965332031
200,210.41328,-10.413284301757812
616,274.31366,341.68634033203125
59,84.42396,-25.42395782470703
125,98.201584,26.798416137695312
105,96.26017,8.739830017089844
260,243.90219,16.097808837890625
140,146.2568,-6.256805419921875
69,52.87929,16.120708465576172
65,80.34609,-15.346092224121094
65,73.59419,-8.594192504882812
80,116.80299,-36.80299377441406
80,94.88284,-14.882843017578125
65,64.737526,0.26247406005859375
160,187.84013,-27.840133666992188
200,130.84245,69.15754699707031
90,159.11371,-69.11370849609375
70,60.79523,9.204769134521484
90,119.0286,-29.028602600097656
89,123.183075,-34.183074951171875
300,225.79233,74.20767211914062
50,84.5016,-34.50160217285156
400,179.93292,220.06707763671875
68,70.76834,-2.768341064453125
55,62.23623,-7.236228942871094
90,246.13383,-156.1338348388672
99,207.67523,-108.67523193359375
120,109.24701,10.75299072265625
499,184.90295,314.0970458984375
165,207.96814,-42.9681396484375
55,60.859673,-5.859672546386719
165,128.93376,36.06623840332031
225,202.07062,22.92938232421875
95,181.60587,-86.60586547851562
52,51.209637,0.7903633117675781
50,57.830387,-7.830387115478516
285,152.26575,132.7342529296875
55,72.08801,-17.0880126953125
109,102.640045,6.359954833984375
159,150.15656,8.84344482421875
155,79.62319,75.3768081665039
69,80.70641,-11.706413269042969
195,185.74442,9.255584716796875
99,109.64723,-10.647232055664062
180,179.94104,0.0589599609375
80,73.550476,6.44952392578125
175,175.2513,-0.2512969970703125
100,72.33678,27.663223266601562
35,52.471786,-17.471786499023438
84,153.48659,-69.48658752441406
155,173.03827,-18.03826904296875
100,103.07609,-3.0760879516601562
136,162.51195,-26.511947631835938
150,158.72084,-8.720840454101562
95,100.22928,-5.229278564453125
45,69.76806,-24.76805877685547
95,114.06696,-19.06696319580078
58,54.831413,3.1685867309570312
64,126.65758,-62.65757751464844
140,155.42923,-15.429229736328125
175,210.09831,-35.09831237792969
80,89.851746,-9.85174560546875
175,225.99329,-50.9932861328125
142,217.2422,-75.24220275878906
160,202.39963,-42.399627685546875
90,69.87423,20.125770568847656
40,63.05038,-23.05038070678711
78,105.208786,-27.208786010742188
160,157.31947,2.6805267333984375
109,136.45671,-27.456710815429688
50,67.374596,-17.374595642089844
70,127.446526,-57.44652557373047
125,133.77098,-8.770980834960938
50,190.41676,-140.41676330566406
120,223.58264,-103.5826416015625
50,62.90901,-12.909011840820312
79,78.802795,0.19720458984375
260,270.59537,-10.595367431640625
200,209.2799,-9.2799072265625
150,150.30936,-0.309356689453125
100,134.02754,-34.02754211425781
145,72.029655,72.97034454345703
350,98.823875,251.1761245727539
285,242.64569,42.35430908203125
273,288.05527,-15.055267333984375
185,130.45772,54.54228210449219
89,128.27957,-39.279571533203125
60,80.92551,-20.925506591796875
250,208.98404,41.015960693359375
35,47.927067,-12.927066802978516
70,63.172237,6.827762603759766
55,58.929527,-3.9295272827148438
329,314.1754,14.8245849609375
35,55.535492,-20.535491943359375
48,72.01789,-24.01789093017578
169,116.620316,52.37968444824219
999,124.29294,874.7070617675781
75,72.94547,2.0545272827148438
300,224.00435,75.99565124511719
65,74.37895,-9.378952026367188
165,150.03134,14.968658447265625
70,69.078896,0.9211044311523438
175,187.17018,-12.170181274414062
80,70.41076,9.589241027832031
75,149.57538,-74.57537841796875
